transport_type,daily_distance_km,travel_days_per_week,electricity_kwh_month,diet_type,food_waste_frequency,waste_kg_week,recycling_frequency,flights_per_year,total_carbon_tonnes
Bus,34.1,7,280.0,Non-Vegetarian,Often,10.0,Often,1-2,5.1562
Car,72.7,3,326.0,Mixed,Often,13.9,Often,0,5.7844
Electric Vehicle,77.9,4,119.0,Non-Vegetarian,Often,9.3,Often,1-2,3.8265
Electric Vehicle,24.3,3,98.0,Non-Vegetarian,Sometimes,17.3,Sometimes,6+,5.1682
Train,31.9,3,278.0,Vegetarian,Sometimes,15.4,Often,6+,4.8883
Bus,6.7,5,527.0,Mixed,Often,6.0,Often,1-2,4.9076
Motorcycle,51.4,6,71.0,Mixed,Sometimes,5.5,Often,6+,5.6174
Electric Vehicle,6.5,5,221.0,Mixed,Often,14.0,Often,0,3.0118
Walking,2.9,7,279.0,Non-Vegetarian,Rarely,5.0,Often,3-5,4.2438
Bicycle,7.0,2,333.0,Vegetarian,Sometimes,10.6,Never,3-5,3.8573
Car,67.5,3,187.0,Non-Vegetarian,Often,14.4,Sometimes,3-5,6.1072
Bus,26.5,3,425.0,Non-Vegetarian,Sometimes,9.5,Often,1-2,4.6837
Electric Vehicle,24.4,3,207.0,Non-Vegetarian,Rarely,11.9,Often,3-5,3.7607
Train,28.1,5,408.0,Non-Vegetarian,Often,19.4,Often,1-2,5.23
Walking,2.2,6,493.0,Non-Vegetarian,Often,13.2,Sometimes,0,5.2239
Car,23.9,6,216.0,Non-Vegetarian,Sometimes,12.1,Never,6+,7.3019
Bus,25.0,5,214.0,Vegetarian,Rarely,19.8,Often,3-5,3.5944
Car,58.3,5,154.0,Non-Vegetarian,Sometimes,2.1,Often,3-5,6.0389
Car,6.9,6,599.0,Non-Vegetarian,Sometimes,8.4,Never,3-5,6.6575
Bus,10.0,4,427.0,Non-Vegetarian,Sometimes,18.9,Sometimes,0,4.8701
Bus,13.9,6,120.0,Non-Vegetarian,Often,15.5,Never,1-2,4.0413
Car,11.7,5,173.0,Mixed,Sometimes,17.9,Sometimes,1-2,3.3846
Car,52.6,7,569.0,Vegetarian,Often,10.5,Often,0,8.1819
Car,9.1,4,126.0,Non-Vegetarian,Sometimes,11.8,Often,1-2,3.0827
Walking,4.2,7,593.0,Non-Vegetarian,Rarely,9.6,Sometimes,3-5,6.2712
Bus,8.9,3,121.0,Non-Vegetarian,Sometimes,9.2,Sometimes,0,2.4897
Electric Vehicle,71.9,7,155.0,Non-Vegetarian,Sometimes,5.7,Often,0,3.9757
Car,33.8,7,218.0,Vegetarian,Rarely,19.0,Sometimes,1-2,4.7699
Bicycle,1.5,5,248.0,Vegetarian,Often,18.4,Sometimes,0,2.8294
Bicycle,1.5,7,62.0,Non-Vegetarian,Rarely,14.5,Often,0,1.9588
Train,25.0,3,414.0,Non-Vegetarian,Rarely,14.1,Sometimes,0,4.0161
Bus,20.6,4,163.0,Non-Vegetarian,Rarely,9.0,Never,1-2,3.1717
Motorcycle,72.4,7,445.0,Vegetarian,Rarely,3.0,Never,0,6.0558
Car,44.2,4,247.0,Non-Vegetarian,Rarely,11.4,Often,1-2,4.9162
Car,11.7,3,509.0,Non-Vegetarian,Rarely,2.7,Sometimes,3-5,5.6091
Car,24.2,4,301.0,Mixed,Sometimes,2.0,Often,3-5,4.8929
Train,18.8,3,102.0,Mixed,Rarely,17.2,Often,0,1.999
Motorcycle,37.8,7,198.0,Mixed,Sometimes,7.5,Never,1-2,4.0232
Bicycle,4.1,5,407.0,Mixed,Rarely,14.2,Never,6+,6.0093
Car,36.2,7,315.0,Non-Vegetarian,Sometimes,12.6,Often,1-2,6.87
Bicycle,7.2,5,556.0,Vegetarian,Sometimes,1.9,Sometimes,0,3.785
Bicycle,5.6,7,367.0,Non-Vegetarian,Often,13.7,Sometimes,1-2,4.6172
Train,12.2,5,415.0,Non-Vegetarian,Rarely,16.7,Often,1-2,4.3783
Car,75.1,7,517.0,Mixed,Often,2.4,Sometimes,0,9.9571
Car,53.2,6,499.0,Vegetarian,Sometimes,11.9,Never,1-2,7.4681
Car,78.6,3,106.0,Non-Vegetarian,Sometimes,1.0,Never,1-2,4.7803
Bus,10.7,6,573.0,Non-Vegetarian,Rarely,5.2,Sometimes,1-2,5.3127
Train,20.5,5,444.0,Vegetarian,Often,5.2,Sometimes,3-5,4.8371
Bus,29.0,3,543.0,Non-Vegetarian,Often,15.1,Sometimes,0,5.8144
Car,14.1,6,169.0,Mixed,Rarely,7.4,Often,0,2.9204
Car,71.9,6,412.0,Mixed,Rarely,10.5,Sometimes,0,7.5848
Electric Vehicle,67.9,6,558.0,Mixed,Often,14.1,Never,3-5,7.3865
Train,14.9,6,280.0,Non-Vegetarian,Sometimes,5.7,Sometimes,0,3.7282
Car,65.4,4,277.0,Mixed,Sometimes,6.7,Often,3-5,6.152
Train,10.4,7,443.0,Non-Vegetarian,Often,3.5,Often,6+,5.9762
Car,45.7,5,441.0,Mixed,Sometimes,12.1,Often,3-5,6.6625
Bus,35.5,6,495.0,Non-Vegetarian,Rarely,3.8,Often,0,4.9599
Bicycle,1.7,4,426.0,Vegetarian,Rarely,15.9,Sometimes,1-2,3.6666
Train,28.0,7,526.0,Mixed,Sometimes,5.5,Often,3-5,5.7096
Car,54.8,6,263.0,Mixed,Often,6.9,Sometimes,0,6.4726
Walking,7.0,3,551.0,Mixed,Sometimes,15.3,Sometimes,1-2,5.3363
Walking,7.7,4,297.0,Mixed,Rarely,19.3,Often,0,3.2357
Car,17.1,5,53.0,Non-Vegetarian,Often,1.8,Often,1-2,3.5045
Walking,5.2,7,216.0,Mixed,Sometimes,2.4,Often,1-2,2.9767
Walking,1.7,6,345.0,Vegetarian,Sometimes,5.1,Sometimes,0,2.9179
Car,61.4,7,311.0,Non-Vegetarian,Often,13.3,Never,0,8.4863
Electric Vehicle,23.3,3,425.0,Non-Vegetarian,Often,19.0,Sometimes,1-2,5.6531
Car,73.4,5,333.0,Non-Vegetarian,Sometimes,6.6,Often,0,7.4914
Electric Vehicle,63.0,7,54.0,Vegetarian,Sometimes,15.7,Often,1-2,2.9093
Car,45.3,6,406.0,Mixed,Sometimes,3.9,Sometimes,0,6.4951
Walking,4.7,6,502.0,Mixed,Sometimes,9.6,Sometimes,0,4.3866
Motorcycle,13.9,3,403.0,Non-Vegetarian,Often,12.1,Often,0,4.8404
Walking,2.8,2,205.0,Mixed,Sometimes,16.6,Never,0,2.8701
Car,61.0,7,212.0,Non-Vegetarian,Sometimes,17.9,Often,3-5,7.5416
Car,70.6,4,118.0,Vegan,Sometimes,11.2,Often,0,3.8111
Bicycle,7.3,4,166.0,Mixed,Often,3.7,Never,1-2,2.8512
Train,24.0,3,518.0,Mixed,Often,9.8,Sometimes,0,4.954
Car,12.4,7,318.0,Non-Vegetarian,Rarely,13.5,Never,1-2,4.9805
Bus,25.8,5,431.0,Vegetarian,Sometimes,16.3,Often,0,4.111
Car,63.9,6,202.0,Non-Vegetarian,Sometimes,7.3,Sometimes,1-2,7.1349
Car,53.4,3,513.0,Mixed,Rarely,11.2,Sometimes,3-5,6.2817
Car,10.7,3,517.0,Non-Vegetarian,Often,12.0,Often,0,5.6701
Electric Vehicle,45.5,4,251.0,Non-Vegetarian,Often,14.9,Sometimes,1-2,4.5528
Bus,17.7,7,56.0,Non-Vegetarian,Often,19.7,Often,3-5,4.065
Bus,23.9,4,455.0,Non-Vegetarian,Sometimes,5.2,Sometimes,0,4.988
Motorcycle,8.2,4,335.0,Mixed,Sometimes,18.4,Often,0,3.5908
Electric Vehicle,52.5,5,509.0,Non-Vegetarian,Sometimes,4.3,Often,0,5.2798
Train,33.9,7,188.0,Mixed,Sometimes,8.7,Often,0,2.9973
Car,71.2,6,141.0,Vegetarian,Sometimes,5.0,Never,0,5.4846
Bicycle,1.4,3,278.0,Non-Vegetarian,Rarely,13.8,Sometimes,1-2,3.5213
Car,14.6,7,139.0,Non-Vegetarian,Rarely,11.9,Never,0,3.502
Car,76.9,7,583.0,Non-Vegetarian,Often,14.8,Often,6+,13.1139
Bus,20.8,4,507.0,Non-Vegetarian,Often,16.6,Never,1-2,6.434
Car,59.3,5,557.0,Non-Vegetarian,Rarely,8.2,Never,0,7.024
Bicycle,6.7,6,103.0,Non-Vegetarian,Sometimes,1.7,Often,1-2,2.5193
Car,41.2,4,546.0,Non-Vegetarian,Rarely,18.8,Often,1-2,6.1748
Bicycle,3.7,5,484.0,Non-Vegetarian,Sometimes,15.1,Often,1-2,5.1441
Car,15.0,6,471.0,Mixed,Rarely,12.4,Sometimes,0,5.4069
Car,44.2,7,54.0,Non-Vegetarian,Sometimes,7.0,Sometimes,0,5.2481
Train,12.4,7,283.0,Non-Vegetarian,Sometimes,13.9,Often,1-2,3.949
Motorcycle,46.6,5,594.0,Non-Vegetarian,Often,8.6,Never,3-5,7.3327
Car,22.2,4,105.0,Non-Vegetarian,Often,16.2,Often,1-2,4.1731
Train,32.8,4,309.0,Non-Vegetarian,Rarely,6.0,Sometimes,1-2,3.9592
Bicycle,7.5,5,388.0,Non-Vegetarian,Sometimes,12.4,Often,3-5,4.6579
Car,54.3,7,207.0,Vegan,Sometimes,10.8,Sometimes,0,5.5454
Car,22.9,3,587.0,Vegetarian,Sometimes,8.6,Often,1-2,5.3079
Bicycle,7.4,6,206.0,Mixed,Often,7.6,Often,0,2.8567
Train,10.2,6,366.0,Non-Vegetarian,Sometimes,3.0,Never,0,4.3142
Electric Vehicle,70.7,7,188.0,Non-Vegetarian,Sometimes,10.2,Sometimes,0,4.2068
Walking,5.6,6,524.0,Non-Vegetarian,Sometimes,8.3,Often,0,4.6648
Motorcycle,31.5,7,55.0,Mixed,Sometimes,2.8,Often,3-5,3.3795
Car,74.9,6,223.0,Non-Vegetarian,Sometimes,4.5,Often,6+,9.802
Car,23.2,5,164.0,Non-Vegetarian,Sometimes,12.8,Never,0,4.4394
Electric Vehicle,55.7,6,388.0,Mixed,Sometimes,1.8,Sometimes,1-2,4.033
Electric Vehicle,70.2,6,151.0,Mixed,Sometimes,8.6,Often,0,3.4573
Bus,18.7,7,68.0,Non-Vegetarian,Often,15.7,Sometimes,0,3.2472
Car,55.6,6,370.0,Non-Vegetarian,Sometimes,5.9,Sometimes,0,7.2186
Bus,25.7,5,151.0,Non-Vegetarian,Sometimes,15.3,Sometimes,1-2,3.5243
Electric Vehicle,56.5,3,446.0,Mixed,Sometimes,17.3,Never,3-5,5.6183
Bicycle,4.0,2,147.0,Non-Vegetarian,Often,17.1,Sometimes,3-5,3.9981
Bus,24.0,6,104.0,Vegetarian,Sometimes,5.8,Often,0,2.2
Bicycle,2.4,4,358.0,Mixed,Sometimes,1.4,Never,3-5,4.2608
Bus,27.0,4,589.0,Non-Vegetarian,Sometimes,10.7,Often,1-2,5.9454
Car,51.0,6,397.0,Vegetarian,Rarely,16.3,Sometimes,1-2,6.1098
Car,17.1,4,222.0,Non-Vegetarian,Sometimes,12.5,Sometimes,3-5,4.4458
Walking,7.5,7,373.0,Mixed,Sometimes,4.5,Never,3-5,4.0254
Bicycle,1.1,3,268.0,Vegetarian,Often,10.0,Never,3-5,3.252
Bus,39.9,3,194.0,Vegetarian,Sometimes,17.8,Sometimes,0,2.9125
Car,67.9,3,69.0,Non-Vegetarian,Often,17.4,Sometimes,3-5,5.9372
Electric Vehicle,46.1,4,583.0,Non-Vegetarian,Rarely,12.4,Often,1-2,5.4491
Train,14.5,5,315.0,Non-Vegetarian,Rarely,6.8,Sometimes,0,3.5046
Car,44.2,4,239.0,Non-Vegetarian,Rarely,18.5,Often,1-2,5.4207
Car,22.3,3,352.0,Vegetarian,Often,9.3,Sometimes,3-5,4.7
Train,33.7,4,195.0,Non-Vegetarian,Sometimes,15.5,Often,3-5,3.9428
Bicycle,6.6,5,153.0,Vegetarian,Rarely,3.1,Sometimes,1-2,1.9178
Bicycle,4.2,4,61.0,Vegan,Sometimes,4.5,Never,0,1.0461
Car,16.3,6,169.0,Non-Vegetarian,Often,10.5,Sometimes,1-2,4.0857
Car,11.0,4,81.0,Mixed,Rarely,9.9,Never,3-5,3.1969
Car,62.6,4,262.0,Mixed,Sometimes,19.9,Never,3-5,5.9992
Car,55.0,4,310.0,Non-Vegetarian,Sometimes,7.1,Often,0,6.0783
Car,52.9,4,248.0,Vegetarian,Sometimes,19.5,Sometimes,1-2,4.939
Car,64.6,7,116.0,Mixed,Rarely,1.8,Often,1-2,6.357
Car,16.8,3,427.0,Non-Vegetarian,Often,15.4,Never,0,5.2302
Car,45.2,3,119.0,Non-Vegetarian,Often,16.0,Often,3-5,4.8775
Bicycle,3.2,3,188.0,Vegan,Sometimes,11.6,Sometimes,1-2,2.1742
Bus,23.1,5,453.0,Non-Vegetarian,Often,18.4,Sometimes,0,5.6944
Car,32.5,3,477.0,Non-Vegetarian,Sometimes,17.8,Often,0,5.8184
Train,14.9,3,412.0,Non-Vegetarian,Sometimes,11.0,Sometimes,1-2,4.4406
Train,7.1,7,412.0,Vegan,Often,4.4,Never,0,3.1791
Car,7.4,6,412.0,Non-Vegetarian,Sometimes,5.9,Sometimes,1-2,5.3624
Car,41.9,3,307.0,Non-Vegetarian,Sometimes,15.1,Often,3-5,5.932
Walking,0.9,6,196.0,Vegan,Rarely,6.8,Often,6+,3.9923
Bus,10.0,7,411.0,Non-Vegetarian,Often,11.6,Sometimes,3-5,5.975
Walking,4.8,7,302.0,Non-Vegetarian,Often,4.2,Never,1-2,4.0574
Electric Vehicle,38.2,5,546.0,Non-Vegetarian,Often,17.1,Sometimes,1-2,6.4187
Electric Vehicle,29.3,4,360.0,Non-Vegetarian,Often,18.6,Sometimes,6+,6.4552
Bicycle,7.9,6,59.0,Vegetarian,Often,1.1,Often,0,1.4539
Car,62.9,5,556.0,Non-Vegetarian,Sometimes,11.9,Never,1-2,8.7556
Electric Vehicle,23.7,5,496.0,Vegetarian,Sometimes,18.4,Often,3-5,5.2074
Walking,1.8,7,437.0,Mixed,Rarely,13.2,Never,3-5,4.4498
Electric Vehicle,30.1,6,279.0,Mixed,Often,5.3,Often,1-2,4.2008
Car,63.3,6,80.0,Non-Vegetarian,Sometimes,11.7,Sometimes,1-2,6.7009
Electric Vehicle,77.8,7,366.0,Vegetarian,Sometimes,15.9,Never,0,5.2014
Bus,30.6,7,270.0,Vegetarian,Sometimes,15.7,Never,0,3.716
Train,10.3,7,598.0,Non-Vegetarian,Sometimes,6.1,Sometimes,1-2,5.4907
Bus,7.2,6,283.0,Non-Vegetarian,Sometimes,12.3,Never,0,4.1165
Electric Vehicle,38.2,4,292.0,Mixed,Sometimes,14.0,Never,3-5,4.4754
Car,60.5,4,572.0,Mixed,Often,16.6,Never,1-2,8.2495
Car,20.7,7,167.0,Non-Vegetarian,Often,11.4,Often,6+,6.8186
Bicycle,5.5,5,371.0,Non-Vegetarian,Rarely,4.2,Sometimes,3-5,4.4221
Train,3.3,6,413.0,Non-Vegetarian,Often,7.8,Never,0,4.5812
Electric Vehicle,34.0,6,330.0,Mixed,Often,10.2,Sometimes,0,4.3752
Bus,29.4,3,186.0,Non-Vegetarian,Sometimes,8.5,Never,0,3.8503
Motorcycle,51.9,4,598.0,Mixed,Sometimes,2.2,Sometimes,0,6.8811
Electric Vehicle,76.2,4,133.0,Mixed,Sometimes,2.7,Sometimes,6+,4.9506
Train,26.1,4,280.0,Non-Vegetarian,Sometimes,6.9,Often,1-2,4.0138
Train,28.3,4,524.0,Non-Vegetarian,Sometimes,11.0,Never,6+,7.5632
Electric Vehicle,15.9,7,554.0,Non-Vegetarian,Sometimes,19.0,Never,0,5.9902
Walking,7.1,5,579.0,Non-Vegetarian,Sometimes,16.6,Often,3-5,5.6362
Car,19.1,4,152.0,Mixed,Sometimes,6.1,Sometimes,0,3.0741
Motorcycle,56.6,6,124.0,Mixed,Sometimes,13.3,Never,0,4.6776
Bus,9.1,4,68.0,Mixed,Rarely,6.1,Sometimes,3-5,2.8294
Car,74.5,6,527.0,Non-Vegetarian,Sometimes,9.7,Sometimes,1-2,9.5462
Car,60.1,6,446.0,Non-Vegetarian,Often,11.9,Sometimes,1-2,8.63
Car,39.3,3,533.0,Non-Vegetarian,Sometimes,19.7,Never,0,6.3411
Walking,7.7,3,210.0,Non-Vegetarian,Sometimes,16.7,Sometimes,1-2,3.4286
Bus,8.3,6,100.0,Non-Vegetarian,Rarely,12.1,Often,1-2,2.7284
Motorcycle,29.3,3,148.0,Non-Vegetarian,Sometimes,4.8,Sometimes,0,3.0306
Walking,5.9,2,100.0,Mixed,Sometimes,2.6,Often,3-5,2.3837
Electric Vehicle,50.9,4,258.0,Non-Vegetarian,Often,18.3,Sometimes,1-2,4.9555
Car,58.4,6,219.0,Mixed,Often,6.5,Never,3-5,7.8151
Electric Vehicle,5.3,5,57.0,Non-Vegetarian,Sometimes,16.3,Often,1-2,2.5986
Bus,19.3,7,380.0,Non-Vegetarian,Sometimes,12.8,Sometimes,3-5,5.9453
Car,16.1,5,70.0,Mixed,Sometimes,16.9,Sometimes,6+,5.0715
Car,55.4,7,414.0,Non-Vegetarian,Sometimes,11.7,Often,3-5,8.9728
Motorcycle,7.7,5,228.0,Mixed,Often,15.4,Often,0,3.2036
Electric Vehicle,29.7,6,339.0,Non-Vegetarian,Sometimes,3.1,Often,1-2,4.4342
Electric Vehicle,41.3,7,564.0,Mixed,Sometimes,12.6,Sometimes,1-2,6.0785
Car,47.2,7,451.0,Non-Vegetarian,Often,17.8,Sometimes,0,8.2444
Car,13.9,6,394.0,Vegetarian,Often,16.2,Often,1-2,4.4703
Train,3.4,4,430.0,Non-Vegetarian,Rarely,6.7,Sometimes,3-5,5.1572
Car,30.0,6,448.0,Non-Vegetarian,Rarely,4.3,Sometimes,0,5.6538
Walking,5.3,5,135.0,Non-Vegetarian,Often,18.0,Sometimes,3-5,3.5258
Electric Vehicle,9.2,7,215.0,Mixed,Sometimes,11.2,Sometimes,1-2,3.273
Motorcycle,77.7,5,512.0,Non-Vegetarian,Sometimes,11.2,Never,1-2,6.7011
Car,13.8,5,438.0,Non-Vegetarian,Rarely,8.9,Sometimes,0,4.3164
Car,27.7,3,256.0,Vegan,Sometimes,2.8,Sometimes,3-5,3.8284
Electric Vehicle,16.6,5,558.0,Mixed,Sometimes,15.7,Never,3-5,6.1705
Train,7.9,3,303.0,Mixed,Sometimes,1.1,Often,1-2,2.981
Train,6.2,6,539.0,Vegetarian,Often,15.2,Never,3-5,5.2468
Car,26.5,7,226.0,Non-Vegetarian,Rarely,3.8,Sometimes,0,4.6196
Train,22.0,4,348.0,Non-Vegetarian,Sometimes,18.9,Often,1-2,4.4285
Electric Vehicle,45.5,3,122.0,Non-Vegetarian,Sometimes,3.0,Never,1-2,3.2174
Car,49.7,7,396.0,Non-Vegetarian,Sometimes,7.8,Sometimes,0,7.6191
Car,74.2,6,362.0,Vegetarian,Often,14.3,Never,0,7.2366
Train,31.4,6,177.0,Non-Vegetarian,Often,12.7,Often,0,3.475
Walking,7.1,5,318.0,Vegetarian,Rarely,10.1,Often,0,2.5603
Car,48.1,7,107.0,Mixed,Often,7.2,Often,3-5,6.0593
Motorcycle,51.6,7,137.0,Non-Vegetarian,Rarely,5.0,Often,1-2,4.6992
Electric Vehicle,47.5,5,349.0,Non-Vegetarian,Sometimes,2.5,Often,1-2,4.3176
Bus,23.5,6,147.0,Mixed,Rarely,3.1,Often,3-5,3.5291
Motorcycle,42.1,3,100.0,Mixed,Often,18.2,Often,0,3.1621
Bus,17.4,7,296.0,Non-Vegetarian,Often,6.7,Often,1-2,4.7847
Electric Vehicle,75.3,5,595.0,Non-Vegetarian,Sometimes,10.7,Often,3-5,7.7157
Electric Vehicle,5.1,7,501.0,Non-Vegetarian,Often,17.4,Sometimes,3-5,6.3334
Motorcycle,28.9,6,273.0,Non-Vegetarian,Sometimes,4.3,Never,1-2,4.7581
Motorcycle,26.6,4,124.0,Vegetarian,Rarely,14.7,Sometimes,1-2,2.5732
Electric Vehicle,11.3,6,523.0,Mixed,Sometimes,18.7,Often,1-2,4.5529
Motorcycle,21.9,6,383.0,Non-Vegetarian,Often,5.5,Sometimes,1-2,5.58
Bus,16.6,3,362.0,Mixed,Rarely,10.1,Often,0,3.5551
Electric Vehicle,63.4,6,334.0,Non-Vegetarian,Sometimes,5.7,Often,1-2,4.2679
Train,28.3,7,489.0,Non-Vegetarian,Rarely,7.5,Often,1-2,4.7434
Bicycle,3.7,4,209.0,Vegan,Often,15.2,Often,1-2,2.3483
Car,40.5,4,365.0,Non-Vegetarian,Sometimes,15.0,Never,1-2,6.1223
Walking,2.4,6,205.0,Mixed,Rarely,3.1,Never,1-2,2.7073
Car,38.5,4,194.0,Mixed,Sometimes,16.2,Often,0,4.2542
Electric Vehicle,16.6,6,464.0,Non-Vegetarian,Sometimes,13.6,Often,0,4.864
Bus,34.1,3,403.0,Mixed,Rarely,4.2,Sometimes,0,4.0568
Bus,17.1,6,311.0,Vegetarian,Often,1.2,Often,1-2,3.3321
Train,38.6,3,104.0,Non-Vegetarian,Sometimes,17.0,Often,1-2,2.9579
Walking,2.4,6,265.0,Mixed,Sometimes,15.0,Sometimes,0,3.2249
Car,56.8,4,222.0,Vegan,Rarely,2.3,Sometimes,1-2,4.2884
Bicycle,2.4,2,63.0,Vegetarian,Often,13.5,Often,6+,3.46
Train,29.2,3,98.0,Non-Vegetarian,Sometimes,15.5,Often,3-5,3.402
Car,27.1,3,401.0,Mixed,Sometimes,9.1,Often,3-5,5.3828
Car,17.1,3,203.0,Vegetarian,Sometimes,19.9,Sometimes,3-5,3.7381
Electric Vehicle,20.1,6,148.0,Non-Vegetarian,Rarely,15.6,Sometimes,1-2,3.3158
Electric Vehicle,58.7,3,69.0,Vegetarian,Sometimes,15.8,Never,1-2,2.4365
Car,34.3,4,435.0,Mixed,Sometimes,10.8,Often,1-2,5.5302
Bus,34.2,3,347.0,Vegan,Often,16.5,Sometimes,1-2,3.9511
Bicycle,3.5,7,598.0,Non-Vegetarian,Sometimes,17.2,Sometimes,3-5,6.0781
Walking,2.7,3,147.0,Vegan,Sometimes,4.6,Often,3-5,2.1754
Car,52.5,4,127.0,Vegetarian,Sometimes,12.3,Sometimes,0,3.8237
Bus,14.4,7,581.0,Mixed,Often,1.3,Sometimes,0,5.3556
Car,54.0,7,302.0,Non-Vegetarian,Often,3.8,Sometimes,6+,9.1276
Car,15.6,3,309.0,Mixed,Rarely,14.3,Never,0,3.9241
Walking,3.9,3,509.0,Vegetarian,Often,3.2,Sometimes,1-2,4.3505
Car,20.2,5,496.0,Mixed,Sometimes,7.2,Often,1-2,5.8182
Walking,6.2,6,145.0,Vegetarian,Sometimes,15.4,Never,0,2.2806
Car,23.3,7,72.0,Vegetarian,Often,12.6,Often,0,3.2641
Car,11.7,7,538.0,Non-Vegetarian,Often,15.7,Often,0,6.1312
Train,22.4,6,182.0,Vegetarian,Sometimes,12.3,Often,1-2,2.7983
Car,36.4,7,180.0,Vegetarian,Sometimes,2.8,Sometimes,3-5,5.5338
Bus,11.1,4,202.0,Vegetarian,Often,14.0,Often,1-2,2.9834
Car,53.4,5,165.0,Non-Vegetarian,Sometimes,17.9,Sometimes,0,6.0321
Car,45.3,4,482.0,Non-Vegetarian,Rarely,18.0,Often,1-2,6.47
Train,15.1,3,229.0,Vegetarian,Sometimes,17.5,Sometimes,0,2.7067
Bus,20.9,6,130.0,Mixed,Sometimes,8.4,Never,3-5,3.3069
Car,14.5,7,83.0,Vegetarian,Often,9.7,Never,0,2.5355
Electric Vehicle,50.3,7,548.0,Non-Vegetarian,Sometimes,5.4,Sometimes,1-2,6.2885
Bus,20.1,3,452.0,Mixed,Sometimes,7.2,Sometimes,3-5,4.9361
Train,8.5,7,544.0,Non-Vegetarian,Rarely,19.8,Often,1-2,5.0119
Walking,5.7,2,299.0,Non-Vegetarian,Sometimes,1.2,Often,6+,5.542
Car,27.2,3,59.0,Non-Vegetarian,Rarely,9.7,Sometimes,1-2,3.2924
Car,57.7,4,484.0,Non-Vegetarian,Sometimes,13.0,Often,0,6.875
Electric Vehicle,30.0,3,213.0,Mixed,Sometimes,12.6,Sometimes,0,2.9243
Car,74.9,7,570.0,Non-Vegetarian,Often,3.1,Sometimes,1-2,10.1427
Motorcycle,18.1,7,438.0,Non-Vegetarian,Often,3.6,Sometimes,1-2,5.3299
Bicycle,7.0,7,165.0,Mixed,Sometimes,7.7,Sometimes,1-2,2.4667
Car,9.8,5,299.0,Non-Vegetarian,Often,9.9,Sometimes,3-5,5.4057
Motorcycle,55.5,3,154.0,Mixed,Rarely,8.4,Never,6+,5.0747
Car,17.4,3,433.0,Non-Vegetarian,Often,10.9,Often,0,5.488
Car,31.0,6,456.0,Vegan,Rarely,1.4,Often,3-5,5.696
Bus,15.4,7,239.0,Non-Vegetarian,Sometimes,12.3,Often,3-5,4.3349
Car,64.2,4,484.0,Non-Vegetarian,Sometimes,6.5,Often,0,7.2092
Car,76.7,7,558.0,Mixed,Sometimes,19.5,Often,1-2,10.1947
Car,8.1,5,366.0,Non-Vegetarian,Sometimes,4.9,Often,1-2,4.3918
Electric Vehicle,16.1,6,347.0,Vegetarian,Sometimes,18.5,Sometimes,1-2,3.8819
Car,5.3,7,587.0,Non-Vegetarian,Sometimes,10.0,Sometimes,6+,7.9448
Electric Vehicle,48.0,4,490.0,Mixed,Often,7.4,Never,1-2,5.7128
Car,6.9,7,512.0,Non-Vegetarian,Rarely,2.0,Often,1-2,5.3043
Car,75.2,5,158.0,Vegetarian,Often,13.9,Often,6+,7.5532
Train,21.9,3,550.0,Non-Vegetarian,Rarely,17.2,Sometimes,0,5.3031
Car,31.4,6,531.0,Vegetarian,Sometimes,9.4,Often,3-5,6.5346
Electric Vehicle,36.8,6,127.0,Non-Vegetarian,Rarely,4.9,Sometimes,3-5,4.0338
Electric Vehicle,10.0,7,466.0,Vegetarian,Sometimes,18.4,Sometimes,1-2,4.2675
Car,19.0,6,209.0,Non-Vegetarian,Often,6.7,Sometimes,1-2,4.364
Bicycle,2.2,2,135.0,Non-Vegetarian,Sometimes,13.1,Never,1-2,3.0375
Electric Vehicle,53.4,3,116.0,Non-Vegetarian,Often,2.3,Often,1-2,3.5272
Bus,35.1,6,586.0,Mixed,Sometimes,14.9,Never,0,5.9408
Bus,28.7,5,140.0,Non-Vegetarian,Sometimes,18.3,Sometimes,0,3.5293
Bus,37.6,7,157.0,Non-Vegetarian,Often,12.4,Never,0,4.406
Walking,2.5,7,429.0,Vegetarian,Sometimes,16.6,Never,1-2,4.3825
Motorcycle,41.4,5,556.0,Vegetarian,Sometimes,10.6,Often,3-5,5.7328
Electric Vehicle,68.5,7,436.0,Mixed,Sometimes,18.4,Never,0,5.4312
Car,31.1,5,126.0,Non-Vegetarian,Often,10.9,Often,0,4.3285
Car,14.7,4,428.0,Non-Vegetarian,Sometimes,19.6,Sometimes,3-5,6.3145
Car,6.4,6,467.0,Vegan,Rarely,16.1,Sometimes,0,4.0084
Car,55.1,3,480.0,Mixed,Sometimes,18.1,Never,0,6.3168
Car,68.4,5,572.0,Non-Vegetarian,Rarely,10.5,Often,0,8.1691
Bus,3.5,4,444.0,Mixed,Rarely,15.3,Never,3-5,4.8712
Electric Vehicle,74.0,6,252.0,Non-Vegetarian,Sometimes,19.2,Never,0,4.7366
Car,13.5,5,118.0,Vegetarian,Rarely,15.5,Often,1-2,2.6702
Car,29.6,3,262.0,Non-Vegetarian,Sometimes,14.1,Often,0,3.7476
Motorcycle,69.3,6,566.0,Non-Vegetarian,Rarely,13.8,Often,0,7.9669
Bus,28.0,3,129.0,Non-Vegetarian,Sometimes,2.9,Often,6+,5.5082
Car,49.6,6,118.0,Mixed,Sometimes,6.3,Often,1-2,5.5594
